Number of Weibos	China-based Domains PMI	US-based Domains PMI	Russian-based Domains PMI	Ukrainian-based Domains PMI	Weibo Cluster Summary
169	-0.2242411817273221	-0.1321235626839047	-0.0085543977264744	0.0515379928054084	US demands Russia issue a statement to avoid Ukraine invasion.
169	-0.1091461152804883	-0.1349484799213829	0.008962006307469	0.0332412794625597	Spreading false news causes significant economic loss to Ukraine.
169	0.0349422949548008	0.0132268930590386	-0.0286076521718517	-0.0688942897860895	Ukraine's surrogate industry collapses amid conflict, sparking humanitarian crisis.
168	-0.0252977391666452	-0.1080729661228819	0.035245538912846	-0.0121655812998132	Ukraine and Russia negotiations paused, set to resume on 15th.
166	-0.2571502789012681	-0.1129250038105879	-0.0315411209259831	0.0617055293022871	Russian President Putin accuses Ukraine of fascist tactics in conflict.
165	0.0835974628515888	-0.0575028653941853	-0.0139621132482085	-0.0325123164431095	Ukrainian President seeks Indian help in conflict with Russia.
164	-0.0557454744003277	-0.0979020448158635	0.0313115178230176	-0.0026971076931162	US reaffirms it will not send troops to Ukraine under any circumstances.
164	0.0353774355809644	-0.0318215470060316	-0.0314524219482312	-0.0102762632635084	China's internet users are criticized for insensitive comments about Ukraine's crisis.
164	0.0575420391544254	-0.0864863118938585	0.010421255116055	-0.0281750045801988	Germany's stance on Ukraine may benefit its own interests and military.
160	-0.2826802968656793	-0.2597178283091805	0.0543684316531469	0.0125143160190966	Russia and Ukraine tensions escalate with ongoing conflict and diplomacy.
160	-0.1705971966445819	-0.0751899905038788	0.032443982229993	-0.0015237405331451	Ukraine considers diplomatic break with Russia, sparking mixed reactions.
159	-0.1718595644686373	-0.2172239322811679	0.0198167598838019	0.0383560025284106	Russian President Putin agrees to send volunteers to Ukraine.
159	-0.1523005011487137	-0.1184221747439813	0.011512737210024	0.0360712524019477	China should remain neutral in the Russia-Ukraine conflict, sympathizing with innocent civilians.
159	-0.0695087813332983	-0.138301086601757	0.046966226279753	-0.0074683600996163	Russia destroys Ukraine's only Antonov An-225 transport plane.
153	0.0367928192640357	-0.0345424364541028	-0.0345424364541028	0.008089544574829	Chinese citizens in Ukraine are injured in shootings, sparking concern.
152	-0.1768117928056788	-0.1367126589353896	0.0238984669783464	0.0278930917390962	Russia vetoes UN resolution related to Ukraine with a single vote.
152	-0.0398425678726675	-0.1465336259407872	0.0142364746350508	0.0271081670603895	Ukraine's air force may not need to engage in combat with Russia's experienced forces.
152	0.1500091173552085	-0.097360951591562	-0.097360951591562	-0.097360951591562	South Korea announces military aid to support Ukraine.
152	0.3073736271183326	-0.3850294297229153	-0.4370434870583904	-0.4370434870583904	China's national spirit is boosted by shared songs with Ukraine during Olympics.
151	-0.1003767597955075	-0.0601054978694445	0.0051667884495853	0.0178228390595572	Ukraine considers neutrality status amid ongoing conflict with Russia.
151	-0.0117161790494249	-0.0300754901314819	-0.0151090212789055	-0.0114378179206831	Ukraine's President Zelensky urges US President Biden to visit Kyiv amid Russia tensions.
150	-0.1343013345544416	-0.0923676742314907	-0.0071451473219933	0.0397956368925546	Reports of Ukrainian soldiers' mass death on Snake Island spark uncertainty.
149	-0.0691210134537957	-0.0307330326745928	-0.037290552916428	0.0296814226141083	Russians and Ukrainians are being asked about their locations in various posts.
148	-0.1342747996547442	-0.0907642474442811	0.0201999538412202	0.016710874682039	British Foreign Minister supports UK citizens fighting in Ukraine.
147	-0.2107656263628573	-0.081508449610707	0.0018326710778282	0.0328643790313328	Thousands of Ukrainian civilians become refugees in Poland due to war.
144	-0.0500305931920389	-0.1479058334698163	0.048084729454837	-0.0093206979368376	Ukrainian President Zelensky willing to negotiate with Russian President Putin.
144	-0.1275225233126466	-0.0589822561356955	0.0287564640717808	-0.0119563884250937	Russia demands Ukraine stop military actions, recognize Crimea, and separatist territories.
143	-0.1304985089144399	-0.1946215189433206	-0.1044017489836015	0.080326061353226	Ukrainian President Zelensky reiterates EU membership bid amid controversy.
143	-0.1050349183539897	-0.1068193624038599	-0.062296923919954	0.0618672140780879	Russian tanks with Soviet flags invade Ukraine, a historic scenario unfolds.
139	-0.0790037089250085	-0.1256515875531554	0.043069637011608	-0.0039881938830402	Russia's invasion of Ukraine is a severe UN charter breach, affecting global economy.
138	0.0631923223050208	-0.112300710999649	0.0287860070295827	-0.041878290244543	Russian-Ukraine conflict benefits the US and Russia, while China gains financially.
137	-0.2708395758848999	-0.1240291388063363	-0.0565668053723216	0.0741026046422548	Ukrainian soldier captured by Russian forces in ongoing conflict.
137	0.0002960119550301	-0.171043240503277	0.0557010592422851	-0.0301688798920225	Russian President Putin claims Ukraine poses a threat to Russia and its people.
137	-0.0937186192216613	-0.0268791582264655	0.0317213668500675	-0.0461821859906128	Russian government approves unfriendly nations list including Ukraine and others.
135	-0.0257136281754586	-0.0598333676618725	-0.0187512746498906	0.0174526239987392	Ukraine's president Zelensky releases convicts and arms civilians, escalating conflict.
133	-0.0977559557329911	-0.1383656947734909	-0.004851259251638	0.0470936706481404	Ukrainian President Zelensky forms foreign-led forces, sparking international concern.
133	-0.2422396746570338	-0.0977522470536604	-0.0080620231727677	0.0460786778623475	Ukrainian forces enter Russian airspace, sparking debate over military actions.
133	-0.0012296337351702	-0.1548867193000985	0.007038491065467	0.0265903659302695	Russian military escalates attacks on Ukraine's defense industry and infrastructure.
129	-0.1824941905238141	-0.2069842635630012	0.0136199779684353	0.0544283796613759	Russian officials claim Ukrainian President Zelensky has left Kiev.
129	-0.2206555122451413	-0.09643894148745	0.052946801717665	-0.0158882774075238	Tensions between Russia and Ukraine escalate as both sides trade warnings.
126	-0.1871610495189817	-0.225552745217069	0.0146322667889072	0.0412875119491828	Ukraine enacts law banning use of letters Z and V, sparking amusement.
126	0.0281201946877311	-0.1424607195695438	0.0501264615505174	-0.0421513630987454	The US is manipulating Ukraine to spark conflict with Russia, benefiting economically.
124	0.0146807087400764	-0.1032742690957669	0.0244304207071835	-0.0145391634909971	British PM Johnson warns Russia, amid concerns over Ukraine conflict escalation.
124	-0.2910626061139317	-0.250905680019956	0.0704539635350922	-0.023627470596955	Russia's capture of three Ukrainian cities raises significant political concerns.
124	-0.2116013392563041	-0.3316725692573811	0.1125424481633404	-0.1367963929946327	China urges Ukrainian Chinese citizens to leave immediately due to escalating tensions.
123	-0.008621749525803	-0.0768323116525529	0.0475337071884257	-0.0768323116525529	The first batch of over 400 Chinese students safely left Ukraine.
122	-0.0850182783646605	-0.1255281399450756	-0.0147788826965209	0.0513430865444829	Russian and Ukrainian claims contradict on sinking of Moscow cruiser, with Ukraine suspected of self-sinking.
122	-0.1369657036619234	-0.0570198413345575	0.0013157994539445	0.0194207001061017	Ukraine's president Zelensky requests a no-fly zone, NATO refuses.
121	0.0295330801249301	-0.000370399130444	-0.0066845783558125	-0.0758517383330648	The US benefits from the Russia-Ukraine conflict, selling arms and energy, while using Ukraine as a pawn.
121	-0.0543683423819942	-0.0389095890866428	0.046708344707634	-0.0786187997198275	Russia questions US transparency on biological labs in Ukraine.
120	-0.1047307871188958	-0.0907132835126629	0.0095563189618968	0.0248330474661157	Chinese embassy in Ukraine struggles to implement evacuation plan.
119	-0.367408788975787	-0.1985253351777865	-0.0019393819109536	0.0624849686178041	Chechen forces may be sent to Ukraine, prompting Ukrainian surrender calls.
117	0.0063722473519807	-0.1554389843200914	0.038561934109712	-0.0141196383052792	Ukraine and Russia may sign peace agreement within 1-2 weeks.
113	-0.1230658888357041	-0.1507789852065288	-0.0316538813337541	0.0615021073378634	The EU has officially begun reviewing Ukraine's membership application.
112	-0.0059709133845741	-0.1228494648373011	0.0102231696396158	0.0155744853982179	Germany's stance on Ukraine is criticized for being inconsistent and ineffective.
112	-0.0457457115934636	-0.1625747239672193	0.0649860450254613	-0.0361845922338632	Ukraine agrees to talks in Belarus, Russia ready to negotiate peace.
111	-0.1521111147137143	-0.0242671219332473	-0.0057797751300567	0.0086438260836908	Ukrainian President's emotional appeal to EU amidst ongoing Russian-Ukrainian conflict.
109	-0.0121211181935	-0.1118334854407596	-0.0091929695604141	0.0307011032571139	Russia and Ukraine tensions escalate as both sides prepare for possible conflict.
109	-0.0622865216396059	-0.218755024714675	0.0421221586692751	0.0093730057356797	Ukraine rejects negotiations with Russia over unacceptable conditions.
106	-0.1425631516703756	-0.1460665676199722	-0.0439724569611148	0.075260648614664	European leaders visit Ukraine, show support for Zelensky amidst Russia conflict.
106	0.1367581019666298	-0.1244067545466102	0.0092395744869937	-0.0938846889341379	Russian and Ukrainian athletes share emotional Olympic moment, promoting world peace.
105	-0.2215842488280935	-0.131676039758523	0.0131111515146684	0.0351088266667232	Ukraine restricts male citizens from 18 to 60 years old from leaving.
105	0.0177192495712331	-0.1560791981032346	-0.0082179285549544	0.0321409873319285	China urges citizens in Ukraine to evacuate due to escalating tensions.
104	-0.0955688129283992	-0.2533457438818867	0.0460833743602985	0.0131632667950224	Ukraine's bid to join NATO may be put on hold indefinitely.
103	-0.1875118540513997	-0.1152634917147436	0.0060942081043125	0.0393955481543136	Netizens are shocked by a viral image of a Ukrainian refugee boy.
103	-0.0318158702997697	-0.1059206051500829	0.0230481199188899	0.0048530529427572	Ukraine and Russia fail to reach ceasefire agreement in recent talks.
103	-0.1702426604521354	-0.1608256095713245	0.0699453115078448	-0.0437427582931222	Russia claims US has built over 30 biolabs in Ukraine.
102	-0.1362144593849051	-0.0270812220357201	-0.0151365141202487	0.0123901412061923	Over 2 million Ukrainians flee to neighboring countries amid ongoing Russia-Ukraine conflict.
102	0.000648226733054	-0.0865908435980973	0.0405229647744143	-0.0437382726135127	Russia's Ukraine invasion faces strategic failures and international condemnation.
101	-0.068425022244369	-0.1170816033414666	0.0092745549504368	0.0283100344938636	Russian warship Moscow sank after Ukrainian missile strike.
100	-0.3422403708938421	-0.1117974522482786	-0.0588399539243149	0.0753251826812709	Russia responds to Ukraine's claims of civilian crushing armored vehicles.
100	-0.0703708900501771	-0.1148775222099412	0.022576985933545	0.0151713315517442	Western countries are deploying experienced volunteers to Ukraine, escalating military aid.
100	0.0387278789111039	-0.1104134078290353	0.0311169864880848	-0.0308779406526014	Russian defense officials claim US-funded labs in Ukraine developed biological weapons.
99	-0.1594066252331818	-0.1352389366979612	0.0181270273713412	0.0360096236564761	Ukraine security forces kill negotiator suspected of treason during talks with Russia.
98	-0.0911540098238935	-0.1583634609561867	0.035433188588721	0.0116873384640621	Russian proposal for Ukraine ceasefire includes six conditions, sparking concern.
98	-0.0778532926698926	-0.1055637863890012	0.0579860610458984	-0.0375565809239982	Russian officials deny Western accusations of an impending invasion of Ukraine.
98	-0.0139468211928671	-0.0786421301554031	0.0425692646195885	-0.0483800497688299	Finnish and Swedish citizens increasingly favor NATO membership due to Ukraine conflict.
98	0.0341446703921202	-0.0365712241698137	0.0200928382668534	-0.061283777613521	Chinese diplomats successfully evacuate 2700 Chinese from Ukraine's dangerous zones.
96	-0.2246169635658537	-0.1482839877161565	0.0078821826659489	0.0481646769386966	Russian forces continue to attack Ukraine's military positions and advance.
96	-0.0641442758629094	-0.1563184355061964	0.0302202414005523	0.0177430849890532	China evacuates citizens from Ukraine amid escalating conflict.
96	0.1680724344485664	-0.1140952736172858	-0.0790228004349621	-0.0441585809787614	China's ambassador to Ukraine vows to protect Chinese citizens amid conflict.
95	-0.009510398310274	-0.1072100819861658	0.021665760263312	0.0001236466751058	Russia and Ukraine agree to temporary ceasefire and humanitarian corridors.
95	0.1994536156547612	-0.1291990236081096	-0.0267844457992864	-0.0931310290748079	Oil prices remain volatile due to Russia-Ukraine tensions and potential sanctions.
94	-0.1636904572785835	-0.0960379502322736	-0.0721309979590005	0.0788404273119338	Ukrainian people suffer under war, misled by their own leaders.
94	-0.0989035878693247	-0.1688498313746144	0.0269775071647736	0.0260717466696498	Ukrainian delegation arrives in Belarus for peace talks with Russia.
94	-0.0848710833104669	-0.1341222411392947	0.0344150372761718	0.0095968935518223	Russia and Ukraine disagree on proposed neutral country model.
94	-0.0816674588542873	-0.0220311006715229	-0.0048671725284295	-0.0010712651637382	US President Biden warns Americans to leave Ukraine due to Russian threat.
94	-0.0676721620299199	-0.2288553485250438	0.0525416879246532	-0.0056976572323731	Ukrainian residents face harsh winter conditions amidst ongoing conflict.
94	-0.0685849681669118	-0.0668625026366352	0.0358848488635075	-0.0251323416120177	US officials confirm Ukraine has biological research facilities amid Russia allegations.
93	0.0482294159732976	-0.17113781429827	0.0122218755288538	0.0094214148209309	Russian and Ukrainian forces engage in intense conflict over Donbas region.
93	-0.1041021710148492	-0.1536378001492169	0.0432230278870816	0.0084606740269669	Russia's focus shifts to Poland amid Ukraine invasion, sparking tensions.
93	0.0113728229888304	-0.2063561364564214	0.0393362205184688	-0.0016833809915536	Russia demands Ukraine's neutrality, recognition of Crimea and Donbas independence.
92	-0.2419349611326294	-0.0260562005394334	-0.0080369711515161	0.0133957191171382	Russia-Ukraine tensions fueled by US support for NATO expansion.
92	0.1633689166283966	-0.0334306617105236	-0.0484575437683362	-0.10599416154501	US threatens to support Taiwan like Ukraine, amid escalating tensions.
91	-0.2812859169380348	-0.1504164898696979	-0.0131196971191825	0.0639203921447554	Ukraine's President Zelensky declares unity day amidst Russia invasion threats.
91	-0.1632368013848384	-0.1328460399051102	0.0077587029648604	0.0406312790846324	Russian and Ukrainian military forces are compared in detail in several videos.
91	-0.1888895911320171	0.065981674220159	-0.0579127685977322	-0.0803253376587573	US receives only 7 Ukrainian refugees despite welcoming hundreds of thousands.
90	-0.0867120904829244	-0.1036412072457403	-0.0081746750571459	0.040254726461163	European Union countries will supply fighter jets to Ukraine, escalating conflict.
90	-0.1861289027182586	-0.0871092071314039	0.0241410178282106	0.013562914155506	UK trains over 22,000 Ukrainian military personnel amid ongoing Russia conflict.
90	-0.1345979948892583	-0.1479088569762698	0.0403415614170993	0.0098147908719739	Zelensky denies Ukraine developing chemical or biological weapons.
