Number of Weibos	China-based Domains PMI	US-based Domains PMI	Russian-based Domains PMI	Ukrainian-based Domains PMI	Weibo Cluster Summary
604	-0.0904248967093498	-0.2889142213092131	0.0028651879438694	0.0529834150186966	US manipulates Ukraine into war with Russia for its own interests and benefits.
588	-0.0148664127639896	-0.0167416063119186	0.0172395522896197	-0.0421395182818989	US manipulates Ukraine into war with Russia for its own interests and benefits.
585	0.1038957848678854	-0.1581751260928219	0.0196049658650372	-0.0327454430481411	US manipulates Ukraine into war with Russia for its own interests and benefits.
582	-0.0215372359473001	-0.0955796771266305	0.0378590920105529	-0.0309027257227793	US manipulates Ukraine into war with Russia for its own interests and benefits.
579	-0.2565033984968185	-0.0673098659033288	0.005605672811534	0.0256436931223816	US manipulates Ukraine into war with Russia for its own interests and benefits.
573	-0.1149607102169629	-0.1538842734798889	-0.0412772583528569	0.081344398539234	US manipulates Ukraine into war with Russia for its own interests and benefits.
562	-0.0099216605305563	-0.0942856084066705	0.0082342851922493	0.0012714851924319	US manipulates Ukraine into war with Russia for its own interests and benefits.
534	-0.2369892811775099	-0.0210460168872619	0.0359940184355581	-0.0486172807565754	US manipulates Ukraine into war with Russia for its own interests and benefits.
526	-0.0030273635043668	-0.0385574342490357	0.0041180467601344	-0.0288718219014588	US manipulates Ukraine into war with Russia for its own interests and benefits.
517	-0.2442161236302865	-0.1511473509948259	-0.0451562991396767	0.0749780430868765	US manipulates Ukraine into war with Russia for its own interests and benefits.
510	0.1273611966057421	-0.1566367047176385	0.0094776871384513	-0.0354212264109584	US manipulates Ukraine into war with Russia for its own interests and benefits.
503	-0.0562992112803594	-0.0964705062422593	0.0539045705668036	-0.0469729016323458	US manipulates Ukraine into war with Russia for its own interests and benefits.
502	-0.2136935499468254	-0.0701018460658952	0.0636532157923408	-0.0565678014593265	US manipulates Ukraine into war with Russia for its own interests and benefits.
499	0.0205014985148953	-0.1090354553146058	-0.0125763275759249	0.0205885885469207	US manipulates Ukraine into war with Russia for its own interests and benefits.
470	0.1024180564308904	-0.1158270853475136	-0.0314010657635809	0.0035549572659884	US manipulates Ukraine into war with Russia for its own interests and benefits.
463	-0.2654571141770683	-0.1030103993846523	0.0102732250105784	0.0333632182539321	US manipulates Ukraine into war with Russia for its own interests and benefits.
462	-0.0943417833719819	-0.1560930992975402	0.0330909090308414	0.0210580693975678	US manipulates Ukraine into war with Russia for its own interests and benefits.
456	-0.093958480013802	-0.0548699900720334	0.0497663631718156	-0.0551842807162542	US manipulates Ukraine into war with Russia for its own interests and benefits.
432	-0.38189344587417	-0.2830999361581628	-0.0389190011330107	0.0906790527800885	US manipulates Ukraine into war with Russia for its own interests and benefits.
413	-0.1834895985421527	-0.0978227332260292	0.0126868863321108	0.0295572554473992	US manipulates Ukraine into war with Russia for its own interests and benefits.
404	-0.2247957813547489	-0.1408066067763726	0.0469388225393047	0.0021330600089683	US manipulates Ukraine into war with Russia for its own interests and benefits.
403	-0.0992468223011089	-0.0741353525213483	0.0032608841481672	0.0244620690500047	US manipulates Ukraine into war with Russia for its own interests and benefits.
371	-0.0574589749641409	-0.093342287284652	-0.0064466594337933	0.0283776012700954	US manipulates Ukraine into war with Russia for its own interests and benefits.
357	-0.0744918007837188	-0.0940519202450993	0.0310248362550696	-0.0037869484326003	US manipulates Ukraine into war with Russia for its own interests and benefits.
357	-0.1669109059302754	-0.0115721314402321	-0.0093397968054081	0.0049353020611867	US manipulates Ukraine into war with Russia for its own interests and benefits.
356	-0.0577354448250665	-0.1778105514595253	-0.0016507179402231	0.0512738405989379	US manipulates Ukraine into war with Russia for its own interests and benefits.
354	-0.0166188610820391	-0.0469536806414621	0.0129337380611339	-0.0096513987454672	US manipulates Ukraine into war with Russia for its own interests and benefits.
353	-0.1700727782231997	-0.0871972886954352	0.0115102979066427	0.0253855684730518	US manipulates Ukraine into war with Russia for its own interests and benefits.
350	-0.1932809803163729	-0.1163049726687697	0.0143800358499519	0.0349255217259636	US manipulates Ukraine into war with Russia for its own interests and benefits.
349	-0.0017203627962221	-0.195151916322828	0.0314088118829328	0.0095438333217489	US manipulates Ukraine into war with Russia for its own interests and benefits.
346	-0.0785512181492884	-0.1802088572849377	0.0598962799996741	-0.0101994119130478	US manipulates Ukraine into war with Russia for its own interests and benefits.
343	-0.3172701471768215	-0.1306265221707373	-0.0356754062892229	0.0701132920146761	US manipulates Ukraine into war with Russia for its own interests and benefits.
342	-0.1078011366816331	-0.0750514139652931	0.0268443717197142	-0.0029108300966262	US manipulates Ukraine into war with Russia for its own interests and benefits.
342	-0.1148980277353278	-0.1283712804616212	0.0831714629371361	-0.0670682518792727	US manipulates Ukraine into war with Russia for its own interests and benefits.
339	-0.1215390409778379	-0.1323706822371198	0.0066438358752552	0.0396937153457981	US manipulates Ukraine into war with Russia for its own interests and benefits.
322	-0.2040016136272205	-0.0591723906804453	-0.0393527832958925	0.0492907350942956	US manipulates Ukraine into war with Russia for its own interests and benefits.
320	-0.0096281140784013	-0.1892470149388327	0.048576798933585	-0.0075695724891695	US manipulates Ukraine into war with Russia for its own interests and benefits.
301	-0.0906711317844188	-0.0251695891054597	0.0140358810738239	-0.0136617980315737	US manipulates Ukraine into war with Russia for its own interests and benefits.
299	-0.0944060719737927	-0.0404657878926443	0.011959228576951	-0.0183304016309016	US manipulates Ukraine into war with Russia for its own interests and benefits.
291	-0.1041892915199389	-0.0110648659269848	-0.04461512497816	0.0244717505276823	US manipulates Ukraine into war with Russia for its own interests and benefits.
282	0.0308099184963871	0.0001246920670047	0.0107979731687415	-0.1092066805363203	US manipulates Ukraine into war with Russia for its own interests and benefits.
275	-0.1269803618941486	-0.1068328615173361	-0.0309437250910952	0.0603919357350392	US manipulates Ukraine into war with Russia for its own interests and benefits.
271	-0.0840542439887164	-0.1286496540758318	0.0217055031243187	0.0226962352354473	US manipulates Ukraine into war with Russia for its own interests and benefits.
269	-0.2196064133961674	-0.2100379479827185	-0.0508281124699325	0.0776592582435371	US manipulates Ukraine into war with Russia for its own interests and benefits.
264	-0.1868115752533322	-0.0867608290084358	0.0172726251363131	0.0195865549494585	US manipulates Ukraine into war with Russia for its own interests and benefits.
264	-0.1863292209428504	-0.1233128316711261	0.0024157710216572	0.0481673314591807	US manipulates Ukraine into war with Russia for its own interests and benefits.
257	-0.0688591915937166	-0.164007351221363	0.0568486652539321	-0.0318829230439685	US manipulates Ukraine into war with Russia for its own interests and benefits.
251	-0.0572330192892362	-0.1220989427428329	-0.0265078017871908	0.0463816501894739	US manipulates Ukraine into war with Russia for its own interests and benefits.
250	0.1161658268249459	-0.0826473185112847	-0.0167416063119186	-0.0826473185112847	US manipulates Ukraine into war with Russia for its own interests and benefits.
246	-0.0051061523754511	-0.0596050374698676	0.0343598353902817	-0.0429537155251338	US manipulates Ukraine into war with Russia for its own interests and benefits.
244	-0.0095674539297804	-0.1680866485291142	0.043707550425046	-0.0082933718372583	US manipulates Ukraine into war with Russia for its own interests and benefits.
244	-0.1359033418823986	-0.1979817381039955	0.0450661289199611	0.0022073787037029	US manipulates Ukraine into war with Russia for its own interests and benefits.
239	-0.0892432051184356	-0.0558992074605449	0.0219288309246623	-0.0134618200049325	US manipulates Ukraine into war with Russia for its own interests and benefits.
233	0.0898113217046092	-0.0859224582125609	0.0024236757728935	-0.0386794239544999	US manipulates Ukraine into war with Russia for its own interests and benefits.
229	-0.054080120012663	-0.175732519120573	0.0529550226145131	-0.0087211935584359	US manipulates Ukraine into war with Russia for its own interests and benefits.
228	-0.1579920442538856	-0.1370990395730487	-0.0217309646395649	0.0584136759477287	US manipulates Ukraine into war with Russia for its own interests and benefits.
227	0.0540894758380728	-0.063359505488527	0.0326704406714359	-0.0816214398212408	US manipulates Ukraine into war with Russia for its own interests and benefits.
223	-0.1577790294947676	-0.1334902507976857	0.0278309908868899	0.0249174791429349	US manipulates Ukraine into war with Russia for its own interests and benefits.
222	-0.1170901714327717	-0.1785095106600125	0.017615549617817	0.042633414403242	US manipulates Ukraine into war with Russia for its own interests and benefits.
215	-0.0750695276776573	-0.0625114411872815	0.0225979743738372	-0.0077918704934755	US manipulates Ukraine into war with Russia for its own interests and benefits.
212	-0.0979105981592343	-0.0817946691543108	0.0407792671674042	-0.0182741227449954	US manipulates Ukraine into war with Russia for its own interests and benefits.
209	-0.2804920207490501	-0.0738903166521706	-0.045080362412912	0.0577984395303578	US manipulates Ukraine into war with Russia for its own interests and benefits.
207	-0.2345582760954414	-0.1963767747626844	0.0338223314694405	0.0378142170953819	US manipulates Ukraine into war with Russia for its own interests and benefits.
204	-0.2199438106984014	-0.174337297167429	0.0684325602487179	-0.0263065326139491	US manipulates Ukraine into war with Russia for its own interests and benefits.
201	-0.155795300791557	-0.1927624146913374	0.0370954223706918	0.0185912005620805	US manipulates Ukraine into war with Russia for its own interests and benefits.
200	-0.2593823050590517	-0.1869347750795807	0.0787561392665251	-0.0284897783802295	US manipulates Ukraine into war with Russia for its own interests and benefits.
199	-0.1596347013837779	-0.1628974824529031	0.0660173813332213	-0.0177421819185605	US manipulates Ukraine into war with Russia for its own interests and benefits.
196	-0.1684886675787457	-0.1354687568926363	-0.0240917855281689	0.0593891332535045	US manipulates Ukraine into war with Russia for its own interests and benefits.
191	-0.0025152848765814	-0.1924765015067449	0.0191764661108786	0.0222902689092527	US manipulates Ukraine into war with Russia for its own interests and benefits.
189	-0.2255189518143303	-0.1124526876191013	0.0018870408309029	0.0466732893002293	US manipulates Ukraine into war with Russia for its own interests and benefits.
186	-0.2660964100902772	-0.2338815910831619	0.0429078708027706	0.035404243103733	US manipulates Ukraine into war with Russia for its own interests and benefits.
183	-0.182645678095301	-0.1274265433060072	0.0129726918237513	0.0384810775115402	US manipulates Ukraine into war with Russia for its own interests and benefits.
180	-0.0955097790651492	-0.0817179980958769	0.017054772823984	0.0096285536250722	US manipulates Ukraine into war with Russia for its own interests and benefits.
180	-0.1954562036582363	-0.1516679261940512	-0.0025440236775516	0.0528444673149254	US manipulates Ukraine into war with Russia for its own interests and benefits.
178	-0.1337054239230409	-0.1432704430383443	0.0420959013197571	0.0093726981958983	US manipulates Ukraine into war with Russia for its own interests and benefits.
178	-0.1789920660066399	-0.0765451364762093	-0.0047807293398844	0.0351504617397646	US manipulates Ukraine into war with Russia for its own interests and benefits.
178	-0.1829359331160217	-0.1758627713600128	0.0039168044643449	0.0460889384054649	US manipulates Ukraine into war with Russia for its own interests and benefits.
173	-0.1037299698867365	-0.0616837847596618	0.0619353803288786	-0.075501116383856	US manipulates Ukraine into war with Russia for its own interests and benefits.
171	-0.0920096309562633	-0.128566903340834	-0.0286038631273335	0.0612645216159109	US manipulates Ukraine into war with Russia for its own interests and benefits.
170	-0.1037773073993189	-0.1555965628819834	0.0296065657937504	0.0239217346423904	US manipulates Ukraine into war with Russia for its own interests and benefits.
170	-0.1672366518904524	-0.0942775529611062	0.0201722809024917	0.0194640589257097	US manipulates Ukraine into war with Russia for its own interests and benefits.
170	-0.1669109059302754	-0.1397601421279873	-0.0186191819622494	0.0531988015065374	US manipulates Ukraine into war with Russia for its own interests and benefits.
170	-0.208925396327047	-0.1428215072535889	-0.0392099229785113	0.0665027505058072	US manipulates Ukraine into war with Russia for its own interests and benefits.
169	0.0349422949548008	0.0132268930590386	-0.0286076521718517	-0.0688942897860895	US manipulates Ukraine into war with Russia for its own interests and benefits.
169	-0.1091461152804883	-0.1349484799213829	0.008962006307469	0.0332412794625597	US manipulates Ukraine into war with Russia for its own interests and benefits.
169	-0.2242411817273221	-0.1321235626839047	-0.0085543977264744	0.0515379928054084	US manipulates Ukraine into war with Russia for its own interests and benefits.
168	-0.0252977391666452	-0.1080729661228819	0.035245538912846	-0.0121655812998132	US manipulates Ukraine into war with Russia for its own interests and benefits.
166	-0.2571502789012681	-0.1129250038105879	-0.0315411209259831	0.0617055293022871	US manipulates Ukraine into war with Russia for its own interests and benefits.
165	0.0835974628515888	-0.0575028653941853	-0.0139621132482085	-0.0325123164431095	US manipulates Ukraine into war with Russia for its own interests and benefits.
164	0.0575420391544254	-0.0864863118938585	0.010421255116055	-0.0281750045801988	US manipulates Ukraine into war with Russia for its own interests and benefits.
164	0.0353774355809644	-0.0318215470060316	-0.0314524219482312	-0.0102762632635084	US manipulates Ukraine into war with Russia for its own interests and benefits.
164	-0.0557454744003277	-0.0979020448158635	0.0313115178230176	-0.0026971076931162	US manipulates Ukraine into war with Russia for its own interests and benefits.
160	-0.1705971966445819	-0.0751899905038788	0.032443982229993	-0.0015237405331451	US manipulates Ukraine into war with Russia for its own interests and benefits.
160	-0.2826802968656793	-0.2597178283091805	0.0543684316531469	0.0125143160190966	US manipulates Ukraine into war with Russia for its own interests and benefits.
159	-0.0695087813332983	-0.138301086601757	0.046966226279753	-0.0074683600996163	US manipulates Ukraine into war with Russia for its own interests and benefits.
159	-0.1523005011487137	-0.1184221747439813	0.011512737210024	0.0360712524019477	US manipulates Ukraine into war with Russia for its own interests and benefits.
159	-0.1718595644686373	-0.2172239322811679	0.0198167598838019	0.0383560025284106	US manipulates Ukraine into war with Russia for its own interests and benefits.
153	0.0367928192640357	-0.0345424364541028	-0.0345424364541028	0.008089544574829	US manipulates Ukraine into war with Russia for its own interests and benefits.
152	0.3073736271183326	-0.3850294297229153	-0.4370434870583904	-0.4370434870583904	US manipulates Ukraine into war with Russia for its own interests and benefits.
152	0.1500091173552085	-0.097360951591562	-0.097360951591562	-0.097360951591562	US manipulates Ukraine into war with Russia for its own interests and benefits.
152	-0.0398425678726675	-0.1465336259407872	0.0142364746350508	0.0271081670603895	US manipulates Ukraine into war with Russia for its own interests and benefits.
152	-0.1768117928056788	-0.1367126589353896	0.0238984669783464	0.0278930917390962	US manipulates Ukraine into war with Russia for its own interests and benefits.
151	-0.0117161790494249	-0.0300754901314819	-0.0151090212789055	-0.0114378179206831	US manipulates Ukraine into war with Russia for its own interests and benefits.
151	-0.1003767597955075	-0.0601054978694445	0.0051667884495853	0.0178228390595572	US manipulates Ukraine into war with Russia for its own interests and benefits.
150	-0.1343013345544416	-0.0923676742314907	-0.0071451473219933	0.0397956368925546	US manipulates Ukraine into war with Russia for its own interests and benefits.
149	-0.0691210134537957	-0.0307330326745928	-0.037290552916428	0.0296814226141083	US manipulates Ukraine into war with Russia for its own interests and benefits.
148	-0.1342747996547442	-0.0907642474442811	0.0201999538412202	0.016710874682039	US manipulates Ukraine into war with Russia for its own interests and benefits.
147	-0.2107656263628573	-0.081508449610707	0.0018326710778282	0.0328643790313328	US manipulates Ukraine into war with Russia for its own interests and benefits.
144	-0.0500305931920389	-0.1479058334698163	0.048084729454837	-0.0093206979368376	US manipulates Ukraine into war with Russia for its own interests and benefits.
144	-0.1275225233126466	-0.0589822561356955	0.0287564640717808	-0.0119563884250937	US manipulates Ukraine into war with Russia for its own interests and benefits.
143	-0.1050349183539897	-0.1068193624038599	-0.062296923919954	0.0618672140780879	US manipulates Ukraine into war with Russia for its own interests and benefits.
143	-0.1304985089144399	-0.1946215189433206	-0.1044017489836015	0.080326061353226	US manipulates Ukraine into war with Russia for its own interests and benefits.
139	-0.0790037089250085	-0.1256515875531554	0.043069637011608	-0.0039881938830402	US manipulates Ukraine into war with Russia for its own interests and benefits.
138	0.0631923223050208	-0.112300710999649	0.0287860070295827	-0.041878290244543	US manipulates Ukraine into war with Russia for its own interests and benefits.
137	0.0002960119550301	-0.171043240503277	0.0557010592422851	-0.0301688798920225	US manipulates Ukraine into war with Russia for its own interests and benefits.
137	-0.0937186192216613	-0.0268791582264655	0.0317213668500675	-0.0461821859906128	US manipulates Ukraine into war with Russia for its own interests and benefits.
137	-0.2708395758848999	-0.1240291388063363	-0.0565668053723216	0.0741026046422548	US manipulates Ukraine into war with Russia for its own interests and benefits.
135	-0.0257136281754586	-0.0598333676618725	-0.0187512746498906	0.0174526239987392	US manipulates Ukraine into war with Russia for its own interests and benefits.
133	-0.0012296337351702	-0.1548867193000985	0.007038491065467	0.0265903659302695	US manipulates Ukraine into war with Russia for its own interests and benefits.
133	-0.0977559557329911	-0.1383656947734909	-0.004851259251638	0.0470936706481404	US manipulates Ukraine into war with Russia for its own interests and benefits.
133	-0.2422396746570338	-0.0977522470536604	-0.0080620231727677	0.0460786778623475	US manipulates Ukraine into war with Russia for its own interests and benefits.
129	-0.1824941905238141	-0.2069842635630012	0.0136199779684353	0.0544283796613759	US manipulates Ukraine into war with Russia for its own interests and benefits.
129	-0.2206555122451413	-0.09643894148745	0.052946801717665	-0.0158882774075238	US manipulates Ukraine into war with Russia for its own interests and benefits.
126	0.0281201946877311	-0.1424607195695438	0.0501264615505174	-0.0421513630987454	US manipulates Ukraine into war with Russia for its own interests and benefits.
126	-0.1871610495189817	-0.225552745217069	0.0146322667889072	0.0412875119491828	US manipulates Ukraine into war with Russia for its own interests and benefits.
124	0.0146807087400764	-0.1032742690957669	0.0244304207071835	-0.0145391634909971	US manipulates Ukraine into war with Russia for its own interests and benefits.
124	-0.2116013392563041	-0.3316725692573811	0.1125424481633404	-0.1367963929946327	US manipulates Ukraine into war with Russia for its own interests and benefits.
124	-0.2910626061139317	-0.250905680019956	0.0704539635350922	-0.023627470596955	US manipulates Ukraine into war with Russia for its own interests and benefits.
123	-0.008621749525803	-0.0768323116525529	0.0475337071884257	-0.0768323116525529	US manipulates Ukraine into war with Russia for its own interests and benefits.
122	-0.0850182783646605	-0.1255281399450756	-0.0147788826965209	0.0513430865444829	US manipulates Ukraine into war with Russia for its own interests and benefits.
122	-0.1369657036619234	-0.0570198413345575	0.0013157994539445	0.0194207001061017	US manipulates Ukraine into war with Russia for its own interests and benefits.
121	0.0295330801249301	-0.000370399130444	-0.0066845783558125	-0.0758517383330648	US manipulates Ukraine into war with Russia for its own interests and benefits.
121	-0.0543683423819942	-0.0389095890866428	0.046708344707634	-0.0786187997198275	US manipulates Ukraine into war with Russia for its own interests and benefits.
120	-0.1047307871188958	-0.0907132835126629	0.0095563189618968	0.0248330474661157	US manipulates Ukraine into war with Russia for its own interests and benefits.
119	-0.367408788975787	-0.1985253351777865	-0.0019393819109536	0.0624849686178041	US manipulates Ukraine into war with Russia for its own interests and benefits.
117	0.0063722473519807	-0.1554389843200914	0.038561934109712	-0.0141196383052792	US manipulates Ukraine into war with Russia for its own interests and benefits.
113	-0.1230658888357041	-0.1507789852065288	-0.0316538813337541	0.0615021073378634	US manipulates Ukraine into war with Russia for its own interests and benefits.
112	-0.0059709133845741	-0.1228494648373011	0.0102231696396158	0.0155744853982179	US manipulates Ukraine into war with Russia for its own interests and benefits.
112	-0.0457457115934636	-0.1625747239672193	0.0649860450254613	-0.0361845922338632	US manipulates Ukraine into war with Russia for its own interests and benefits.
111	-0.1521111147137143	-0.0242671219332473	-0.0057797751300567	0.0086438260836908	US manipulates Ukraine into war with Russia for its own interests and benefits.
109	-0.0121211181935	-0.1118334854407596	-0.0091929695604141	0.0307011032571139	US manipulates Ukraine into war with Russia for its own interests and benefits.
109	-0.0622865216396059	-0.218755024714675	0.0421221586692751	0.0093730057356797	US manipulates Ukraine into war with Russia for its own interests and benefits.
106	0.1367581019666298	-0.1244067545466102	0.0092395744869937	-0.0938846889341379	US manipulates Ukraine into war with Russia for its own interests and benefits.
106	-0.1425631516703756	-0.1460665676199722	-0.0439724569611148	0.075260648614664	US manipulates Ukraine into war with Russia for its own interests and benefits.
105	0.0177192495712331	-0.1560791981032346	-0.0082179285549544	0.0321409873319285	US manipulates Ukraine into war with Russia for its own interests and benefits.
105	-0.2215842488280935	-0.131676039758523	0.0131111515146684	0.0351088266667232	US manipulates Ukraine into war with Russia for its own interests and benefits.
104	-0.0955688129283992	-0.2533457438818867	0.0460833743602985	0.0131632667950224	US manipulates Ukraine into war with Russia for its own interests and benefits.
103	-0.0318158702997697	-0.1059206051500829	0.0230481199188899	0.0048530529427572	US manipulates Ukraine into war with Russia for its own interests and benefits.
103	-0.1702426604521354	-0.1608256095713245	0.0699453115078448	-0.0437427582931222	US manipulates Ukraine into war with Russia for its own interests and benefits.
103	-0.1875118540513997	-0.1152634917147436	0.0060942081043125	0.0393955481543136	US manipulates Ukraine into war with Russia for its own interests and benefits.
102	0.000648226733054	-0.0865908435980973	0.0405229647744143	-0.0437382726135127	US manipulates Ukraine into war with Russia for its own interests and benefits.
102	-0.1362144593849051	-0.0270812220357201	-0.0151365141202487	0.0123901412061923	US manipulates Ukraine into war with Russia for its own interests and benefits.
101	-0.068425022244369	-0.1170816033414666	0.0092745549504368	0.0283100344938636	US manipulates Ukraine into war with Russia for its own interests and benefits.
100	0.0387278789111039	-0.1104134078290353	0.0311169864880848	-0.0308779406526014	US manipulates Ukraine into war with Russia for its own interests and benefits.
100	-0.0703708900501771	-0.1148775222099412	0.022576985933545	0.0151713315517442	US manipulates Ukraine into war with Russia for its own interests and benefits.
100	-0.3422403708938421	-0.1117974522482786	-0.0588399539243149	0.0753251826812709	US manipulates Ukraine into war with Russia for its own interests and benefits.
99	-0.1594066252331818	-0.1352389366979612	0.0181270273713412	0.0360096236564761	US manipulates Ukraine into war with Russia for its own interests and benefits.
98	0.0341446703921202	-0.0365712241698137	0.0200928382668534	-0.061283777613521	US manipulates Ukraine into war with Russia for its own interests and benefits.
98	-0.0139468211928671	-0.0786421301554031	0.0425692646195885	-0.0483800497688299	US manipulates Ukraine into war with Russia for its own interests and benefits.
98	-0.0778532926698926	-0.1055637863890012	0.0579860610458984	-0.0375565809239982	US manipulates Ukraine into war with Russia for its own interests and benefits.
98	-0.0911540098238935	-0.1583634609561867	0.035433188588721	0.0116873384640621	US manipulates Ukraine into war with Russia for its own interests and benefits.
96	0.1680724344485664	-0.1140952736172858	-0.0790228004349621	-0.0441585809787614	US manipulates Ukraine into war with Russia for its own interests and benefits.
96	-0.0641442758629094	-0.1563184355061964	0.0302202414005523	0.0177430849890532	US manipulates Ukraine into war with Russia for its own interests and benefits.
96	-0.2246169635658537	-0.1482839877161565	0.0078821826659489	0.0481646769386966	US manipulates Ukraine into war with Russia for its own interests and benefits.
95	0.1994536156547612	-0.1291990236081096	-0.0267844457992864	-0.0931310290748079	US manipulates Ukraine into war with Russia for its own interests and benefits.
95	-0.009510398310274	-0.1072100819861658	0.021665760263312	0.0001236466751058	US manipulates Ukraine into war with Russia for its own interests and benefits.
94	-0.0685849681669118	-0.0668625026366352	0.0358848488635075	-0.0251323416120177	US manipulates Ukraine into war with Russia for its own interests and benefits.
94	-0.0676721620299199	-0.2288553485250438	0.0525416879246532	-0.0056976572323731	US manipulates Ukraine into war with Russia for its own interests and benefits.
94	-0.0848710833104669	-0.1341222411392947	0.0344150372761718	0.0095968935518223	US manipulates Ukraine into war with Russia for its own interests and benefits.
94	-0.0816674588542873	-0.0220311006715229	-0.0048671725284295	-0.0010712651637382	US manipulates Ukraine into war with Russia for its own interests and benefits.
94	-0.0989035878693247	-0.1688498313746144	0.0269775071647736	0.0260717466696498	US manipulates Ukraine into war with Russia for its own interests and benefits.
94	-0.1636904572785835	-0.0960379502322736	-0.0721309979590005	0.0788404273119338	US manipulates Ukraine into war with Russia for its own interests and benefits.
93	0.0482294159732976	-0.17113781429827	0.0122218755288538	0.0094214148209309	US manipulates Ukraine into war with Russia for its own interests and benefits.
93	0.0113728229888304	-0.2063561364564214	0.0393362205184688	-0.0016833809915536	US manipulates Ukraine into war with Russia for its own interests and benefits.
93	-0.1041021710148492	-0.1536378001492169	0.0432230278870816	0.0084606740269669	US manipulates Ukraine into war with Russia for its own interests and benefits.
92	0.1633689166283966	-0.0334306617105236	-0.0484575437683362	-0.10599416154501	US manipulates Ukraine into war with Russia for its own interests and benefits.
92	-0.2419349611326294	-0.0260562005394334	-0.0080369711515161	0.0133957191171382	US manipulates Ukraine into war with Russia for its own interests and benefits.
91	-0.1632368013848384	-0.1328460399051102	0.0077587029648604	0.0406312790846324	US manipulates Ukraine into war with Russia for its own interests and benefits.
91	-0.1888895911320171	0.065981674220159	-0.0579127685977322	-0.0803253376587573	US manipulates Ukraine into war with Russia for its own interests and benefits.
91	-0.2812859169380348	-0.1504164898696979	-0.0131196971191825	0.0639203921447554	US manipulates Ukraine into war with Russia for its own interests and benefits.
90	-0.0867120904829244	-0.1036412072457403	-0.0081746750571459	0.040254726461163	US manipulates Ukraine into war with Russia for its own interests and benefits.
90	-0.1219279780799012	-0.1718129121317679	0.0581203285466438	-0.0080728047872201	US manipulates Ukraine into war with Russia for its own interests and benefits.
90	-0.1345979948892583	-0.1479088569762698	0.0403415614170993	0.0098147908719739	US manipulates Ukraine into war with Russia for its own interests and benefits.
90	-0.1861289027182586	-0.0871092071314039	0.0241410178282106	0.013562914155506	US manipulates Ukraine into war with Russia for its own interests and benefits.
86	-0.1373427344081593	-0.094910287764745	-0.0192506999771912	0.0468508248914197	US manipulates Ukraine into war with Russia for its own interests and benefits.
85	0.278781314236604	-0.1313745176171415	-0.080048158168929	-0.1775365156856022	US manipulates Ukraine into war with Russia for its own interests and benefits.
85	0.178817615938897	-0.1835070285845821	-0.0741667037749652	-0.0506575459265046	US manipulates Ukraine into war with Russia for its own interests and benefits.
84	0.0880281373069706	-0.1609778247511207	0.0424690551315149	-0.0578024557230164	US manipulates Ukraine into war with Russia for its own interests and benefits.
84	0.0574697764811836	-0.1131460016192382	0.0415287870366381	-0.061580509891723	US manipulates Ukraine into war with Russia for its own interests and benefits.
